Protein_A,Protein_B,coexpression,experimentally_determined_interaction,database_annotated,combined_score,automated_textmining,Disease associated,Experimental System,Author,Pubmed ID
RHOG,DOCK1,0.098,0.522,0.9,0.999,0.979,Liver diseases,Affinity Capture-Western,Katoh H (2003),12879077
AKAP9,TUBGCP3,0.047,0.5,0,0.716,0.453,Diabetics,Affinity Capture-Western,Takahashi M (2002),12221128
AKAP9,CDK5RAP2,0.044,0.784,0,0.943,0.747,Diabetics,Affinity Capture-Western,Bouguenina H (2017),29162697
AKAP9,PCNT,0.06,0.475,0,0.827,0.679,Diabetics,Co-fractionation,Tsang WY (2006),16760425
AKAP9,PDE4DIP,0.049,0.696,0,0.977,0.928,Diabetics,Affinity Capture-Western,Bouguenina H (2017),29162697
CDK5R1,CDK5RAP2,0,0.292,0,0.858,0.808,Diabetics,Reconstituted Complex,Wang X (2000),10915792
CDK5RAP2,TUBGCP6,0.049,0.292,0,0.705,0.598,Diabetics,Affinity Capture-MS,Choi YK (2010),21135143
CDK5RAP2,TUBGCP3,0.047,0.292,0,0.741,0.647,Diabetics,Affinity Capture-MS,Choi YK (2010),21135143
CDK5RAP2,MZT2A,0,0.852,0,0.947,0.659,Diabetics,Affinity Capture-MS,Choi YK (2010),21135143
CDK5RAP2,NCKAP5L,0.049,0.497,0,0.792,0.601,Diabetics,Proximity Label-MS,Go CD (2021),34079125
CDK5RAP2,PDE4DIP,0.044,0.55,0,0.73,0.423,Diabetics,Affinity Capture-MS,Bouguenina H (2017),29162697
CDK5RAP2,NEDD1,0.085,0.225,0,0.784,0.72,Diabetics,Proximity Label-MS,Go CD (2021),34079125
CDK5RAP2,CEP192,0.259,0.602,0,0.95,0.847,Diabetics,Proximity Label-MS,Go CD (2021),34079125
CDK5RAP2,TUBGCP2,0.06,0.948,0,0.975,0.523,Diabetics,Affinity Capture-MS,Choi YK (2010),21135143
CDK5RAP2,CEP152,0.085,0.627,0,0.988,0.969,Diabetics,Affinity Capture-Western,Firat-Karalar EN (2014),24613305
CDK5RAP2,PCNT,0.337,0.718,0,0.988,0.942,Diabetics,Affinity Capture-Western,Wang Z (2010),20466722
CENPJ,PCNT,0.087,0.438,0,0.917,0.852,Diabetics,Proximity Label-MS,Firat-Karalar EN (2014),24613305
CENPJ,STIL,0.143,0.812,0.54,0.994,0.94,Diabetics,Proximity Label-MS,Firat-Karalar EN (2014),24613305
CENPJ,CEP152,0.348,0.605,0.54,0.995,0.964,Diabetics,Affinity Capture-Western,Mariappan A (2019),30530478
CENPJ,CEP192,0.134,0.223,0.54,0.922,0.779,Diabetics,Proximity Label-MS,Firat-Karalar EN (2014),24613305
CEP135,AKAP9,0.077,0.141,0,0.717,0.672,Diabetics,Proximity Label-MS,Go CD (2021),34079125
CEP135,CDK5RAP2,0.067,0.141,0,0.797,0.768,Diabetics,Proximity Label-MS,Go CD (2021),34079125
CEP135,CEP63,0.092,0.126,0,0.822,0.794,Diabetics,Proximity Label-MS,Go CD (2021),34079125
CEP135,PCNT,0.084,0.17,0,0.852,0.821,Diabetics,Proximity Label-MS,Go CD (2021),34079125
CEP135,CEP192,0.085,0.163,0,0.856,0.827,Diabetics,Proximity Label-MS,Gupta GD (2015),26638075
CEP135,STIL,0.108,0.225,0,0.963,0.951,Diabetics,Proximity Label-MS,Go CD (2021),34079125
CEP135,CEP152,0.215,0.361,0,0.968,0.942,Diabetics,Proximity Label-MS,Gupta GD (2015),26638075
CEP135,CENPJ,0.143,0.503,0,0.996,0.992,Diabetics,Proximity Label-MS,Go CD (2021),34079125
CEP152,CEP63,0.06,0.974,0,0.998,0.945,Diabetics,Proximity Label-MS,Firat-Karalar EN (2014),24613305
CEP152,PCNT,0.082,0.445,0,0.898,0.817,Diabetics,Proximity Label-MS,Firat-Karalar EN (2014),24613305
CEP152,CEP192,0.11,0.196,0.54,0.958,0.888,Diabetics,Proximity Label-MS,Firat-Karalar EN (2014),24613305
CEP192,CEP63,0.083,0.197,0,0.867,0.833,Diabetics,Proximity Label-MS,Firat-Karalar EN (2014),24613305
CEP192,PCNT,0.159,0.417,0,0.944,0.895,Diabetics,Proximity Label-MS,Firat-Karalar EN (2014),24613305
CEP192,NEDD1,0.093,0.42,0,0.907,0.838,Diabetics,Affinity Capture-MS,Gomez-Ferreria MA (2012),22895009
CEP63,PCNT,0.074,0.166,0,0.736,0.686,Diabetics,Proximity Label-MS,Firat-Karalar EN (2014),24613305
CYP2C9,CYP2C19,0.514,0.661,0.9,0.988,0.37,Diabetics,Affinity Capture-MS,Huttlin EL (2017),28514442
NEDD1,TUBGCP6,0.097,0.632,0.8,0.988,0.852,Diabetics,Affinity Capture-MS,Fogeron ML (2013),23443559
NEDD1,TUBGCP4,0.083,0.453,0.8,0.988,0.899,Diabetics,Affinity Capture-MS,Fogeron ML (2013),23443559
NEDD1,TUBGCP3,0.067,0.575,0.5,0.971,0.874,Diabetics,Affinity Capture-MS,Fogeron ML (2013),23443559
NEDD1,MZT2A,0,0.421,0.8,0.968,0.753,Diabetics,Affinity Capture-MS,Hein MY (2015),26496610
NEDD1,TUBGCP2,0.116,0.464,0.5,0.884,0.57,Diabetics,Affinity Capture-MS,Hein MY (2015),26496610
PCNT,TUBGCP3,0.049,0.5,0,0.809,0.632,Diabetics,Affinity Capture-Western,Takahashi M (2002),12221128
PCNT,TUBGCP2,0.078,0.503,0,0.807,0.613,Diabetics,Affinity Capture-Western,Takahashi M (2002),12221128
PPP1R12A,PPP1R12B,0.056,0.33,0.8,0.874,0.102,Diabetics,Affinity Capture-MS,Yadav L (2017),28330616
PRKAR2B,CDK5RAP2,0,0.605,0,0.767,0.436,Diabetics,Affinity Capture-MS,Huttlin EL (2015),26186194
PRKAR2B,AKAP9,0.058,0.753,0,0.902,0.613,Diabetics,Affinity Capture-MS,Huttlin EL (2015),26186194
STIL,CDK5RAP2,0.06,0.216,0,0.945,0.932,Diabetics,Proximity Label-MS,Go CD (2021),34079125
STIL,ASPM,0.477,0.164,0,0.972,0.942,Diabetics,Proximity Label-MS,Go CD (2021),34079125
STIL,WDR62,0.171,0.161,0,0.858,0.812,Diabetics,Proximity Label-MS,Go CD (2021),34079125
STIL,CEP192,0.134,0.13,0.54,0.91,0.771,Diabetics,Proximity Label-MS,Go CD (2021),34079125
STIL,CEP152,0.186,0.118,0.54,0.979,0.946,Diabetics,Proximity Label-MS,Go CD (2021),34079125
TUBGCP2,TUBGCP6,0.213,0.997,0.54,0.999,0.865,Diabetics,Affinity Capture-MS,Fogeron ML (2013),23443559
TUBGCP2,TUBGCP4,0.128,0.979,0.54,0.999,0.927,Diabetics,Affinity Capture-MS,Fogeron ML (2013),23443559
TUBGCP2,TUBGCP3,0.222,0.997,0.8,0.999,0.992,Diabetics,Co-fractionation,Riehlman TD (2013),23886939
TUBGCP2,MZT2A,0.049,0.966,0.54,0.99,0.434,Diabetics,Affinity Capture-MS,Fogeron ML (2013),23443559
TUBGCP3,TUBGCP6,0.131,0.981,0.54,0.999,0.966,Diabetics,Affinity Capture-MS,Fogeron ML (2013),23443559
TUBGCP3,TUBGCP4,0.122,0.989,0.54,0.999,0.977,Diabetics,Affinity Capture-MS,Fogeron ML (2013),23443559
TUBGCP3,MZT2A,0,0.165,0.54,0.851,0.645,Diabetics,Affinity Capture-MS,Fogeron ML (2013),23443559
TUBGCP4,TUBGCP6,0.115,0.987,0.9,0.999,0.991,Diabetics,Affinity Capture-MS,Hein MY (2015),26496610
TUBGCP4,MZT2A,0.049,0.622,0.8,0.97,0.638,Diabetics,Affinity Capture-MS,Hein MY (2015),26496610
VKORC1,VKORC1L1,0.049,0.292,0.9,0.949,0.334,Diabetics,Affinity Capture-Western,Schaafhausen A (2011),21103663
ARHGEF12,MYO6,0.086,0.778,0,0.817,0.171,Kidney diseases,Proximity Label-MS,O'Loughlin T (2018),29467281
ARHGEF12,GIPC1,0.047,0.727,0,0.874,0.556,Kidney diseases,Proximity Label-MS,O'Loughlin T (2018),29467281
CD93,GIPC1,0,0.292,0,0.798,0.726,Kidney diseases,Two-hybrid,Bohlson SS (2005),15459234
FLT3,SLA,0.103,0.316,0.5,0.796,0.415,Kidney diseases,Affinity Capture-Western,Kazi JU (2013),23300935
FLT3,SOCS2,0.042,0.301,0.5,0.874,0.669,Kidney diseases,Affinity Capture-Western,Kazi JU (2013),23548639
GIPC1,NRP1,0.055,0.528,0,0.995,0.99,Kidney diseases,Affinity Capture-Western,Grun D (2018),29755126
GIPC1,APPL1,0.056,0.44,0,0.977,0.961,Kidney diseases,Proximity Label-MS,O'Loughlin T (2018),29467281
GIPC1,MYO6,0.056,0.986,0,0.999,0.966,Kidney diseases,Affinity Capture-MS,Ewing RM (2007),17353931
GIPC1,SH3BP4,0.09,0.699,0,0.746,0.149,Kidney diseases,Affinity Capture-MS,Ewing RM (2007),17353931
GIPC1,LRP2,0,0.627,0,0.961,0.902,Kidney diseases,Reconstituted Complex,Gotthardt M (2000),10827173
GIPC1,RGS19,0,0.524,0,0.999,0.998,Kidney diseases,Affinity Capture-Western,Lou X (2001),11251075
NRP1,PLXND1,0.065,0.397,0.54,0.985,0.949,Kidney diseases,Affinity Capture-Western,Deloulme JC (2015),26037503
NRP1,VEGFB,0.042,0.305,0,0.997,0.996,Kidney diseases,Reconstituted Complex,Makinen T (1999),10409677
NRP1,PGF,0,0.292,0,0.997,0.997,Kidney diseases,Reconstituted Complex,Mamluk R (2002),11986311
PIK3CB,GAB2,0.049,0.292,0.9,0.966,0.558,Kidney diseases,Affinity Capture-Western,Momose H (2003),14530346
PIK3R2,GAB2,0,0.322,0.9,0.973,0.637,Kidney diseases,Affinity Capture-MS,Brehme M (2009),19380743
SDC4,GIPC1,0.063,0.292,0,0.974,0.964,Kidney diseases,Affinity Capture-Western,Gao Y (2000),10911369
CSRNP2,PPP1CA,0,0.832,0,0.832,0,Dermatological diseases,Two-hybrid,Luck K (2020),32296183
MRPL53,MRRF,0.076,0.853,0,0.859,0,Dermatological diseases,Co-fractionation,Havugimana PC (2012),22939629
MRPL53,MRPL57,0.125,0.873,0,0.885,0,Dermatological diseases,Affinity Capture-MS,Huttlin EL (2021),33961781
PDRG1,URI1,0.049,0.779,0.54,0.973,0.755,Dermatological diseases,Co-fractionation,Wan C (2015),26344197
PHACTR1,PPP1CA,0,0.394,0,0.859,0.778,Dermatological diseases,Affinity Capture-Western,Allen PB (2004),15107502
PHACTR3,PPP1CA,0,0.622,0,0.888,0.717,Dermatological diseases,Two-hybrid,Sagara J (2003),12925532
PPP1CA,PDRG1,0.121,0.76,0,0.786,0.069,Dermatological diseases,Affinity Capture-MS,Huttlin EL (2015),26186194
PPP1CA,PPP1R13B,0.045,0.859,0,0.938,0.576,Dermatological diseases,Two-hybrid,Esteves SL (2012),22321011
PPP1CA,C20orf27,0.064,0.808,0,0.814,0.052,Dermatological diseases,Affinity Capture-MS,Huttlin EL (2015),26186194
PPP1CA,PPP1R37,0,0.735,0,0.735,0.042,Dermatological diseases,Two-hybrid,Colland F (2004),15231748
PPP1CA,PPP1R3C,0,0.611,0.9,0.969,0.272,Dermatological diseases,Two-hybrid,Esteves SL (2012),22321011
PPP1CA,PPP1R1B,0,0.143,0.9,0.943,0.397,Dermatological diseases,Affinity Capture-MS,Cid C (2007),17683050
PPP1CA,ZFYVE9,0.058,0.629,0.5,0.825,0.119,Dermatological diseases,Two-hybrid,Esteves SL (2012),22321011
PPP1CA,PPP1R3B,0,0.734,0.9,0.985,0.487,Dermatological diseases,Two-hybrid,Colland F (2004),15231748
PPP1CA,PPP1R8,0.138,0.935,0,0.983,0.733,Dermatological diseases,Reconstituted Complex,Jin Q (2003),12788942
PPP1CA,YLPM1,0.049,0.71,0,0.718,0.06,Dermatological diseases,Two-hybrid,Esteves SL (2012),22321011
PPP1CA,ZFYVE16,0.058,0.742,0,0.747,0,Dermatological diseases,Two-hybrid,Colland F (2004),15231748
PPP1CA,CNST,0.055,0.782,0,0.785,0,Dermatological diseases,Two-hybrid,Esteves SL (2012),22321011
PPP1CA,TPRN,0.044,0.776,0,0.807,0.175,Dermatological diseases,Two-hybrid,Esteves SL (2012),22321011
PPP1CA,PPP1R15B,0,0.422,0.36,0.813,0.536,Dermatological diseases,Two-hybrid,Esteves SL (2012),22321011
PPP1CA,UXT,0.097,0.807,0,0.823,0.071,Dermatological diseases,Affinity Capture-MS,Huttlin EL (2015),26186194
PPP1CA,PPP1R13L,0.057,0.847,0,0.87,0.174,Dermatological diseases,Two-hybrid,Esteves SL (2012),22321011
PPP1CA,URI1,0.055,0.843,0,0.917,0.487,Dermatological diseases,Affinity Capture-MS,Huttlin EL (2015),26186194
PPP1CA,PPP1R11,0.069,0.905,0,0.942,0.397,Dermatological diseases,Affinity Capture-MS,Huttlin EL (2015),26186194
PPP1CA,PPP1R3E,0,0.448,0.9,0.949,0.153,Dermatological diseases,Two-hybrid,Esteves SL (2012),22321011
PPP1CA,SHOC2,0.057,0.84,0.36,0.951,0.558,Dermatological diseases,Affinity Capture-MS,Huttlin EL (2015),26186194
PPP1CA,PPP1R18,0.066,0.742,0,0.956,0.833,Dermatological diseases,Two-hybrid,Esteves SL (2012),22321011
PPP1CA,WWTR1,0.049,0.512,0.9,0.957,0.193,Dermatological diseases,Affinity Capture-Western,Liu CY (2011),21189257
PPP1CA,PPP1R9B,0.054,0.866,0.36,0.972,0.703,Dermatological diseases,Two-hybrid,Esteves SL (2012),22321011
PPP1CA,TOX4,0.073,0.765,0.9,0.977,0.085,Dermatological diseases,Affinity Capture-Western,Lee JH (2010),20516061
PPP1CA,PPP1R3D,0.042,0.738,0.9,0.977,0.192,Dermatological diseases,Two-hybrid,Esteves SL (2012),22321011
PPP1CA,PPP1R2,0.049,0.907,0,0.981,0.807,Dermatological diseases,Two-hybrid,Esteves SL (2012),22321011
PPP1CA,TP53BP2,0.045,0.856,0.8,0.984,0.499,Dermatological diseases,Two-hybrid,Esteves SL (2012),22321011
PPP1CA,PPP1R10,0.058,0.855,0.72,0.989,0.762,Dermatological diseases,Reconstituted Complex,Ajuh PM (2000),10637318
PPP1R10,TOX4,0.088,0.621,0.72,0.962,0.659,Dermatological diseases,Affinity Capture-Western,Lee JH (2010),20516061
PPP1R2,PPP1R11,0,0.497,0,0.767,0.556,Dermatological diseases,Co-fractionation,Wan C (2015),26344197
PPP1R3A,PPP1R9B,0,0.292,0.54,0.715,0.196,Dermatological diseases,Affinity Capture-MS,Hauri S (2013),24366813
PPP1R3A,PPP1R2,0,0.328,0,0.725,0.608,Dermatological diseases,Affinity Capture-MS,Hauri S (2013),24366813
PPP1R3A,PPP1R8,0,0.292,0,0.833,0.774,Dermatological diseases,Affinity Capture-MS,Hauri S (2013),24366813
PPP1R3A,PPP1CA,0,0.641,0.9,0.983,0.574,Dermatological diseases,Affinity Capture-MS,Hauri S (2013),24366813
PPP1R3B,PPP1R3D,0.07,0.61,0.9,0.969,0.202,Dermatological diseases,Affinity Capture-MS,Huttlin EL (2021),33961781
PPP1R3C,PPP1R3D,0,0.816,0.9,0.986,0.323,Dermatological diseases,Affinity Capture-MS,Huttlin EL (2015),26186194
URI1,UXT,0.053,0.847,0.54,0.991,0.888,Dermatological diseases,Affinity Capture-Western,Mita P (2011),21730289
UXT,PDRG1,0.128,0.816,0.54,0.999,0.994,Dermatological diseases,Affinity Capture-MS,Huttlin EL (2017),28514442
WWTR1,TP53BP2,0,0.292,0.9,0.931,0.107,Dermatological diseases,Affinity Capture-MS,Liu CY (2011),21189257
ZFYVE16,ZFYVE9,0,0.166,0.9,0.922,0.144,Dermatological diseases,Proximity Label-MS,Kazan JM (2021),34761192
AAAS,NUP35,0.125,0.832,0.8,0.987,0.624,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
AAAS,NDC1,0.133,0.937,0.8,0.994,0.52,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
DDX19B,GLE1,0.056,0.918,0,0.95,0.405,Endocrine,Proximity Label-MS,Youn JY (2018),29395067
GADD45GIP1,MRPL51,0.143,0.981,0,0.984,0.063,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
GADD45GIP1,MRPL10,0.074,0.968,0,0.973,0.182,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
GADD45GIP1,MRPL48,0.078,0.959,0,0.967,0.18,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
GADD45GIP1,MRPL57,0.217,0.959,0,0.972,0.178,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
GADD45GIP1,MRPS27,0.049,0.849,0,0.88,0.228,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
GADD45GIP1,MRPL55,0.166,0.896,0,0.91,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
GADD45GIP1,MRPL14,0.187,0.948,0,0.956,0,Endocrine,Co-fractionation,Havugimana PC (2012),22939629
GADD45GIP1,MRPL35,0.105,0.957,0,0.966,0.167,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
GADD45GIP1,MRPL45,0.097,0.957,0,0.971,0.325,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
GADD45GIP1,MRPL42,0.056,0.962,0,0.971,0.244,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
GADD45GIP1,MRPL50,0.081,0.969,0,0.977,0.254,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
GADD45GIP1,MRPL52,0.142,0.958,0,0.981,0.524,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
GADD45GIP1,MRPL37,0.079,0.964,0,0.983,0.537,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
GADD45GIP1,MRPS30,0.058,0.969,0,0.983,0.463,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
GADD45GIP1,MRPL28,0.274,0.984,0,0.989,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
GFM2,MRPL53,0.049,0.811,0,0.866,0.314,Endocrine,Proximity Label-MS,Antonicka H (2020),32877691
GFM2,MRPL10,0.055,0.811,0,0.814,0,Endocrine,Proximity Label-MS,Antonicka H (2020),32877691
GFM2,GADD45GIP1,0.053,0.811,0,0.813,0,Endocrine,Proximity Label-MS,Antonicka H (2020),32877691
GFM2,MRPL52,0,0.811,0,0.811,0,Endocrine,Proximity Label-MS,Antonicka H (2020),32877691
GFM2,MRPL50,0.085,0.811,0,0.819,0,Endocrine,Proximity Label-MS,Antonicka H (2020),32877691
GFM2,MRPS30,0.085,0.811,0,0.873,0.325,Endocrine,Proximity Label-MS,Antonicka H (2020),32877691
GFM2,MRPL37,0.063,0.811,0,0.815,0,Endocrine,Proximity Label-MS,Antonicka H (2020),32877691
GFM2,MRPL28,0.067,0.811,0,0.816,0,Endocrine,Proximity Label-MS,Antonicka H (2020),32877691
GFM2,MRPL45,0.074,0.811,0,0.851,0.217,Endocrine,Proximity Label-MS,Antonicka H (2020),32877691
GFM2,MRPL42,0.123,0.811,0,0.861,0.228,Endocrine,Proximity Label-MS,Antonicka H (2020),32877691
GLE1,NUP88,0.082,0.412,0.4,0.945,0.852,Endocrine,Proximity Label-MS,Youn JY (2018),29395067
GLE1,RAE1,0.132,0.847,0.4,0.992,0.914,Endocrine,Proximity Label-MS,Youn JY (2018),29395067
MRPL10,MRPL51,0.326,0.937,0,0.966,0.259,Endocrine,Affinity Capture-MS,Huttlin EL (2017),28514442
MRPL10,MRPL53,0.126,0.968,0,0.976,0.204,Endocrine,Affinity Capture-MS,Huttlin EL (2017),28514442
MRPL10,MRPL14,0.132,0.901,0,0.911,0,Endocrine,Affinity Capture-MS,Huttlin EL (2017),28514442
MRPL10,MRPL37,0.174,0.897,0,0.926,0.2,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL10,MRPL52,0.157,0.896,0,0.928,0.245,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL10,MRPL18,0.144,0.936,0,0.944,0,Endocrine,Affinity Capture-MS,Huttlin EL (2017),28514442
MRPL10,MRPL42,0.049,0.933,0,0.947,0.245,Endocrine,Positive Genetic,Horlbeck MA (2018),30033366
MRPL10,MRPL48,0.085,0.937,0,0.951,0.222,Endocrine,Affinity Capture-MS,Huttlin EL (2017),28514442
MRPL10,MRPL50,0.132,0.959,0,0.965,0.091,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL10,MRPL55,0.103,0.94,0,0.965,0.395,Endocrine,Affinity Capture-MS,Huttlin EL (2017),28514442
MRPL10,MRPL35,0.324,0.937,0,0.966,0.268,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL10,MRPL57,0.067,0.966,0,0.968,0,Endocrine,Affinity Capture-MS,Huttlin EL (2017),28514442
MRPL10,MRPS30,0.108,0.962,0,0.969,0.151,Endocrine,Affinity Capture-MS,Huttlin EL (2017),28514442
MRPL10,MRPL45,0.322,0.929,0,0.971,0.449,Endocrine,Affinity Capture-MS,Huttlin EL (2017),28514442
MRPL14,MRPL53,0.204,0.844,0,0.871,0,Endocrine,Co-fractionation,Havugimana PC (2012),22939629
MRPL14,MRPL48,0.165,0.843,0,0.863,0,Endocrine,Co-fractionation,Havugimana PC (2022),35831314
MRPL18,MRPL51,0.314,0.877,0,0.912,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL18,MRPL53,0.17,0.885,0,0.901,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL18,MRPL48,0.295,0.896,0,0.923,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL18,MRPL57,0.098,0.895,0,0.902,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL18,MRPS24,0.214,0.843,0,0.872,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL18,GADD45GIP1,0.162,0.955,0,0.961,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL18,MRPL35,0.421,0.875,0,0.925,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL18,MRPL52,0.247,0.875,0,0.903,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL18,MRPS27,0.127,0.849,0,0.864,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL18,MRPS26,0.233,0.85,0,0.88,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL18,MRPL14,0.32,0.903,0,0.931,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL18,MRPL55,0.332,0.903,0,0.933,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL18,MRPL42,0.291,0.917,0,0.939,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL18,MRPL28,0.204,0.929,0,0.941,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL18,MRPL37,0.187,0.937,0,0.947,0,Endocrine,Co-fractionation,Wan C (2015),26344197
MRPL18,MRPL50,0.346,0.933,0,0.954,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL18,MRPL45,0.166,0.957,0,0.962,0,Endocrine,Co-fractionation,Wan C (2015),26344197
MRPL18,MRPS30,0.176,0.979,0,0.982,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL28,MRPL51,0.081,0.949,0,0.951,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL28,MRPL10,0.28,0.933,0,0.949,0,Endocrine,Affinity Capture-MS,Huttlin EL (2017),28514442
MRPL28,MRPL48,0.058,0.9,0,0.902,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL28,MRPL57,0.063,0.961,0,0.962,0,Endocrine,Affinity Capture-MS,Huttlin EL (2015),26186194
MRPL28,MRPL35,0.108,0.933,0,0.938,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL28,MRPL52,0.067,0.897,0,0.9,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL28,MRPL14,0.14,0.897,0,0.907,0,Endocrine,Affinity Capture-MS,Huttlin EL (2015),26186194
MRPL28,MRPL50,0.084,0.963,0,0.969,0.137,Endocrine,Affinity Capture-MS,Huttlin EL (2015),26186194
MRPL28,MRPL55,0.242,0.96,0,0.969,0,Endocrine,Affinity Capture-MS,Huttlin EL (2015),26186194
MRPL28,MRPS30,0.061,0.963,0,0.965,0,Endocrine,Affinity Capture-MS,Huttlin EL (2015),26186194
MRPL28,MRPL42,0.147,0.925,0,0.933,0,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL28,MRPL37,0.207,0.983,0,0.986,0,Endocrine,Affinity Capture-MS,Huttlin EL (2015),26186194
MRPL28,MRPL45,0.1,0.957,0,0.96,0,Endocrine,Affinity Capture-MS,Huttlin EL (2015),26186194
MRPL35,MRPL48,0.36,0.887,0,0.929,0.091,Endocrine,Affinity Capture-MS,Huttlin EL (2017),28514442
MRPL35,MRPL55,0.368,0.902,0,0.935,0,Endocrine,Affinity Capture-MS,Huttlin EL (2017),28514442
MRPL35,MRPL45,0.226,0.938,0,0.961,0.247,Endocrine,Affinity Capture-MS,Huttlin EL (2017),28514442
MRPL35,MRPS30,0.373,0.959,0,0.979,0.25,Endocrine,Affinity Capture-MS,Huttlin EL (2017),28514442
MRPL37,MRPL51,0.23,0.957,0,0.968,0.102,Endocrine,Co-fractionation,Havugimana PC (2012),22939629
MRPL37,MRPS28,0.124,0.869,0,0.881,0,Endocrine,Positive Genetic,Horlbeck MA (2018),30033366
MRPL37,MRPL48,0.081,0.889,0,0.928,0.348,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL37,MRPL57,0.058,0.887,0,0.897,0.105,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL37,MRPL35,0.147,0.887,0,0.906,0.099,Endocrine,Affinity Capture-MS,Huttlin EL (2021),33961781
MRPL37,MRPL14,0.246,0.886,0,0.911,0,Endocrine,Affinity Capture-MS,Huttlin EL (2015),26186194
MRPL37,MRPL50,0.107,0.965,0,0.979,0.399,Endocrine,Co-fractionation,Havugimana PC (2012),22939629
MRPL37,MRPL55,0.131,0.956,0,0.973,0.35,Endocrine,Affinity Capture-MS,Huttlin EL (2015),26186194
MRPL37,MRPS30,0.142,0.977,0,0.992,0.633,Endocrine,Affinity Capture-MS,Huttlin EL (2015),26186194
MRPL37,MRPL42,0.067,0.941,0,0.977,0.615,Endocrine,Co-fractionation,Havugimana PC (2012),22939629
MRPL37,MRPS21,0.067,0.871,0,0.935,0.505,Endocrine,Positive Genetic,Horlbeck MA (2018),30033366
MRPL37,MRPL45,0.127,0.966,0,0.981,0.401,Endocrine,Co-fractionation,Havugimana PC (2012),22939629
MRPL42,MRPL51,0.228,0.927,0,0.96,0.338,Endocrine,Affinity Capture-MS,Huttlin EL (2017),28514442
MRPL42,MRPS28,0.357,0.883,0.54,0.962,0,Endocrine,Co-fractionation,Havugimana PC (2012),22939629
MRPL42,MRPL48,0.214,0.93,0,0.955,0.249,Endocrine,Affinity Capture-MS,Huttlin EL (2017),28514442
